序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,950.0,重药控股,10.0,6.49,486136000.0,11215918677.04,11215918728.96,4.334339618682861,88943509.0,92500.0,92500.0,0.0,1/1,1.0,医药商业,20260402
2.0,600488.0,津药药业,10.06944465637207,6.34,94334743.0,6922561551.2,6922561601.92,1.362714409828186,307372095.0,92502.0,92502.0,0.0,5/5,5.0,化学制药,20260402
3.0,788.0,北大医药,10.060976028442385,7.22,989816768.0,4303029208.5,4303029201.28,23.13929748535156,77260064.0,93000.0,94951.0,6.0,2/2,2.0,化学制药,20260402
4.0,600644.0,乐山电力,10.008703231811523,12.64,1181754448.0,7309975139.52,7309975114.240001,16.324466705322266,73314528.0,93037.0,133052.0,1.0,1/1,1.0,电力,20260402
5.0,605162.0,新中港,10.023492813110352,14.05,642723632.0,5628317557.85,5628317600.0,11.56259059906006,31319740.0,93044.0,102356.0,1.0,3/3,3.0,电力,20260402
6.0,2309.0,中利集团,9.933774948120115,4.98,3568213728.0,11982538893.84,14978173652.160002,30.041534423828125,119652966.0,93054.0,95409.0,5.0,10/6,1.0,光伏设备,20260402
7.0,300839.0,博汇股份,19.98562240600586,16.69,373412624.0,4834910361.33,4922941949.92,7.81809139251709,96809059.0,93103.0,93103.0,0.0,1/1,1.0,炼化及贸,20260402
8.0,603353.0,和顺石油,10.006027221679688,36.5,229565893.0,6220257000.0,6274569000.0,3.719172954559326,61050630.0,93143.0,93358.0,1.0,1/1,1.0,炼化及贸,20260402
9.0,586.0,汇源通信,10.006414413452148,17.15,228227691.0,3317495999.9999995,3317495999.9999995,6.975509166717529,57279285.0,93254.0,93706.0,1.0,1/1,1.0,通信设备,20260402
10.0,720.0,新能泰山,9.979633331298828,5.4,1370324224.0,6785270483.400001,6785270467.200001,20.518775939941406,3582937.0,93403.0,93403.0,0.0,8/6,1.0,电网设备,20260402
11.0,2828.0,贝肯能源,9.968101501464844,13.79,381553456.0,2669219635.25,2771619004.0,14.489245414733888,65392180.0,93430.0,93430.0,0.0,1/1,1.0,油服工程,20260402
12.0,968.0,蓝焰控股,9.979839324951172,10.91,403212176.0,10555454020.6,10555453976.96,3.918223142623902,134085994.0,93503.0,93503.0,0.0,1/1,1.0,油气开采,20260402
13.0,2560.0,通达股份,10.025274276733398,13.06,2709401040.0,5915344186.12,6866145802.56,46.584224700927734,20794132.0,93812.0,135118.0,21.0,3/3,3.0,电网设备,20260402
14.0,300834.0,星辉环材,20.005517959594727,43.49,939894272.0,8368640618.71,8424550231.97,11.652003288269045,61651510.0,93927.0,94530.0,3.0,3/3,3.0,塑料,20260402
15.0,603042.0,华脉科技,10.01011085510254,21.76,666048864.0,3494434918.4,3494434918.4,19.45536994934082,32524084.0,94812.0,135318.0,1.0,1/1,1.0,通信设备,20260402
16.0,603863.0,松炀资源,10.012754440307615,17.25,245574060.0,3530212500.0,3530212500.0,7.113716125488281,29952900.0,94917.0,100102.0,2.0,1/1,1.0,造纸,20260402
17.0,155.0,川能动力,9.980557441711426,16.97,1464253488.0,31329476763.74,31329476661.92,4.859931945800781,89279153.0,95821.0,95821.0,0.0,1/1,1.0,电力,20260402
18.0,603798.0,康普顿,10.0,15.62,179519422.0,4005743533.0,4005743533.0,4.5576276779174805,41944386.0,95901.0,95901.0,0.0,1/1,1.0,炼化及贸,20260402
19.0,920230.0,欧康医药,29.982206344604492,14.61,166292836.0,690289598.28,1471482601.95,25.096355438232425,10605924.0,100840.0,141810.0,1.0,1/1,1.0,化学制药,20260402
20.0,762.0,西藏矿业,9.992961883544922,31.26,1982438832.0,16280227318.68,16280809692.48,12.42149543762207,28762326.0,101009.0,130433.0,5.0,1/1,1.0,能源金属,20260402
21.0,2051.0,中工国际,9.988901138305664,9.91,864614896.0,12262016775.47,12262722635.04,7.31071138381958,70108304.0,102439.0,102439.0,0.0,1/1,1.0,专业工程,20260402
22.0,600594.0,益佰制药,10.091742515563965,4.8,735582400.0,3801251520.0,3801251558.4,20.24744987487793,62498880.0,102851.0,102851.0,0.0,2/2,2.0,中药Ⅱ,20260402
23.0,603477.0,巨星农牧,10.012920379638672,17.03,571880608.0,8686499099.33,8686499184.480001,6.793616771697998,38240865.0,104654.0,130939.0,1.0,1/1,1.0,养殖业,20260402
24.0,600339.0,中油工程,10.123456954956056,4.46,929351792.0,24900837720.66,24900837939.2,3.853629350662231,60728323.0,130129.0,134826.0,2.0,1/1,1.0,油服工程,20260402
25.0,603122.0,合富中国,10.00588607788086,18.69,1276574784.0,7439603710.77,7439603841.6,17.98780632019043,144836286.0,132102.0,132102.0,0.0,4/2,1.0,医疗服务,20260402
26.0,603222.0,济民健康,9.967496871948242,10.15,465726544.0,5329669742.25,5329669671.2,9.163477897644045,64705235.0,133547.0,133547.0,0.0,1/1,1.0,医疗器械,20260402
27.0,2263.0,大东南,10.0,4.73,2576541152.0,8884572323.0,8884643254.08,30.109601974487305,61630518.0,143006.0,143809.0,1.0,6/4,1.0,塑料,20260402
28.0,2038.0,双鹭药业,10.038609504699709,8.55,1509525168.0,7283860159.950001,8783842500.0,21.935317993164062,29932429.0,145409.0,145409.0,0.0,7/4,1.0,化学制药,20260402
