序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,20.0,深华发Ａ,10.010374069213867,21.21,68976659.0,3842517943.11,6005849730.72,1.7950900793075562,585714531.0,92500.0,92500.0,0.0,4/4,4.0,光学光电,20260319
2.0,601.0,韶能股份,9.95542335510254,7.4,238896376.0,7766499111.8,7876140627.200001,3.0759854316711426,364670564.0,92500.0,92500.0,0.0,2/2,2.0,电力,20260319
3.0,2109.0,兴化股份,10.0,5.28,411100752.0,6738704813.280001,6738704839.68,6.100769519805908,65830126.0,92500.0,92500.0,0.0,1/1,1.0,化学原料,20260319
4.0,603687.0,大胜达,10.036166191101074,12.17,59762379.0,6693887784.88,6693887882.24,0.8927902579307556,330908007.0,92503.0,92503.0,0.0,2/2,2.0,包装印刷,20260319
5.0,600396.0,华电辽能,10.058026313781738,5.69,1029183568.0,8379701788.73,8379701783.040001,12.510908126831056,151881070.0,93106.0,93621.0,4.0,10/5,4.0,电力,20260319
6.0,815.0,美利云,10.022778511047363,19.32,1366534432.0,13432481836.2,13432481932.8,10.314397811889648,308871641.0,93109.0,93406.0,1.0,2/2,2.0,IT服务Ⅱ,20260319
7.0,539.0,粤电力Ａ,9.98217487335205,6.17,845069168.0,15766737166.83,32394252477.44,5.431243419647217,43161031.0,93151.0,93333.0,2.0,2/2,2.0,电力,20260319
8.0,600666.0,奥瑞德,9.909910202026367,4.88,1347221728.0,11808394322.8,13427063272.96,11.764391899108888,209237695.0,93358.0,93358.0,0.0,2/2,2.0,光学光电,20260319
9.0,603366.0,日出东方,10.030706405639648,10.75,742072304.0,8740267085.75,8740267032.0,8.60595703125,176321532.0,93433.0,100348.0,1.0,1/1,1.0,厨卫电器,20260319
10.0,601015.0,陕西黑猫,10.064239501953123,5.14,996962384.0,10498437864.46,10498437828.48,9.590865135192873,78749364.0,93436.0,95556.0,2.0,1/1,1.0,焦炭Ⅱ,20260319
11.0,600979.0,广安爱众,9.961685180664062,5.74,648095888.0,7073171194.6,7241911134.08,9.358600616455078,91063986.0,93711.0,93711.0,0.0,1/1,1.0,电力,20260319
12.0,601218.0,吉鑫科技,10.074073791503906,7.43,948508080.0,7199918994.16,7199919053.599999,13.587045669555664,169537138.0,94157.0,94157.0,0.0,1/1,1.0,风电设备,20260319
13.0,600186.0,莲花控股,10.061920166015623,7.11,2069291568.0,12657849749.01,12746556590.400002,16.600217819213867,18469647.0,94735.0,145323.0,4.0,1/1,1.0,调味发酵,20260319
14.0,603629.0,利通电子,10.0032320022583,68.07,2209926912.0,17483915640.0,17860206600.0,13.036996841430664,110620488.0,94910.0,134222.0,3.0,1/1,1.0,消费电子,20260319
15.0,2432.0,九安医疗,10.008339881896973,65.95,4572463104.0,28913116879.15,30665153482.4,16.01804542541504,110622881.0,95027.0,144703.0,10.0,2/2,2.0,医疗器械,20260319
16.0,1258.0,立新能源,9.978541374206545,10.25,753380608.0,9566566736.0,9566666612.0,8.06832504272461,168855425.0,95030.0,95030.0,0.0,1/1,1.0,电力,20260319
17.0,600996.0,贵广网络,9.95370388031006,9.5,686126608.0,11844598613.0,11844598632.0,5.931463718414307,104272703.0,95636.0,95636.0,0.0,1/1,1.0,电视广播,20260319
18.0,300895.0,铜牛信息,19.993711471557617,76.34,2056850800.0,10548069870.36,10748722155.38,20.58538818359375,72055646.0,100006.0,131709.0,7.0,1/1,1.0,IT服务Ⅱ,20260319
19.0,605389.0,长龄液压,9.995716094970703,77.03,231646126.0,10496628522.8,11099027002.1,2.2510793209075928,98001186.0,100840.0,100840.0,0.0,1/1,1.0,工程机械,20260319
20.0,2310.0,东方新能,10.10452938079834,3.16,967376480.0,13268997105.72,18957857873.92,7.688225746154785,156930340.0,102127.0,102127.0,0.0,4/2,1.0,电力,20260319
21.0,603130.0,云中马,10.012063026428224,45.6,192345093.0,6270647520.0,6270647520.0,3.166109323501587,14359440.0,102611.0,102611.0,0.0,1/1,1.0,纺织制造,20260319
22.0,600617.0,国新能源,10.0,3.63,482084352.0,6445219961.07,7002966146.88,7.680316925048828,77897476.0,102751.0,104427.0,1.0,1/1,1.0,燃气Ⅱ,20260319
23.0,600726.0,华电能源,10.087719917297363,5.02,2404802048.0,37526187764.16,39694827683.84,6.772644519805908,22797727.0,103911.0,145653.0,6.0,8/5,1.0,电力,20260319
24.0,968.0,蓝焰控股,9.977578163146973,9.81,795919728.0,9491201094.6,9491201055.36,8.767897605895996,176823268.0,133636.0,133636.0,0.0,1/1,1.0,油气开采,20260319
25.0,300332.0,天壕能源,20.0,7.14,1314738176.0,5926114148.639999,6176976792.0,24.04705238342285,105564921.0,134003.0,134003.0,0.0,1/1,1.0,燃气Ⅱ,20260319
26.0,605169.0,洪通燃气,10.0,14.19,242586188.0,4014067200.0,4014067200.0,6.2003703117370605,6516048.0,134320.0,135453.0,4.0,1/1,1.0,燃气Ⅱ,20260319
27.0,617.0,中油资本,9.958932876586914,10.71,5737992448.0,135396666936.09,135396665832.96,4.4167070388793945,372763916.0,135309.0,135309.0,0.0,4/2,1.0,多元金融,20260319
28.0,2902.0,铭普光磁,10.009182929992676,23.96,913343904.0,4256068614.16,5630817125.52,22.33143615722656,167333237.0,140906.0,140906.0,0.0,1/1,1.0,通信设备,20260319
