序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,2269.0,美邦服饰,10.179640769958496,1.84,264392262.0,4623000000.0,4623000000.0,5.720592021942139,22438800.0,92500.0,93718.0,1.0,1/1,1.0,服装家纺,20260401
2.0,600249.0,两面针,10.047096252441406,7.01,50153410.0,3855500000.0,3855500000.0,1.3008276224136353,118268149.0,92503.0,92503.0,0.0,1/1,1.0,个护用品,20260401
3.0,300834.0,星辉环材,20.0,36.24,647199216.0,6973546470.96,7020135672.72,9.31887149810791,68434093.0,93000.0,132818.0,2.0,2/2,2.0,塑料,20260401
4.0,2902.0,铭普光磁,10.01529026031494,28.78,460811040.0,5112256039.88,6763560804.360001,9.015470504760742,320514226.0,93000.0,93000.0,0.0,6/3,1.0,通信设备,20260401
5.0,600488.0,津药药业,9.923664093017578,5.76,212279370.0,6289267276.8,6289267322.88,3.3789613246917725,184673664.0,93013.0,93013.0,0.0,4/4,4.0,化学制药,20260401
6.0,601083.0,锦江航运,10.042552947998049,12.93,243764099.0,2509971600.0,16732971600.0,9.739691734313965,21238818.0,93055.0,94855.0,3.0,1/1,1.0,航运港口,20260401
7.0,603687.0,大胜达,10.0,16.39,1266264272.0,9015022250.96,9015022382.08,14.201321601867676,72700959.0,93211.0,131032.0,3.0,11/6,1.0,包装印刷,20260401
8.0,603803.0,瑞斯康达,9.967845916748049,13.68,1154856592.0,5812407059.76,5812406991.36,20.041812896728516,29019384.0,93219.0,133007.0,5.0,1/1,1.0,通信设备,20260401
9.0,2432.0,九安医疗,10.002717971801758,80.94,1100034048.0,35484877637.58,37635140604.48,3.174217939376831,293010327.0,93236.0,93236.0,0.0,4/3,1.0,医疗器械,20260401
10.0,600666.0,奥瑞德,10.0,6.27,1625808848.0,15171850902.45,17251575147.84,10.923579216003418,341188959.0,93259.0,93259.0,0.0,11/6,1.0,光学光电,20260401
11.0,2560.0,通达股份,10.009267807006836,11.87,981085552.0,5376350343.74,6240516897.12,18.4615478515625,74337062.0,93312.0,94518.0,2.0,2/2,2.0,电网设备,20260401
12.0,605006.0,山东玻纤,10.01137638092041,9.67,162975657.0,5802172899.6,5802172976.96,2.8240060806274414,35822901.0,93318.0,93318.0,0.0,1/1,1.0,玻璃玻纤,20260401
13.0,601872.0,招商轮船,10.024450302124023,18.0,3523412688.0,145341693036.0,145341692928.0,2.437836170196533,68412204.0,93342.0,140400.0,25.0,1/1,1.0,航运港口,20260401
14.0,600724.0,宁波富达,10.082645416259766,6.66,266116084.0,9623318142.24,9625305539.52,2.8036277294158936,37165450.0,93450.0,104326.0,1.0,3/2,1.0,房地产服,20260401
15.0,2923.0,润都股份,10.019145011901855,17.24,145534193.0,4449382520.919999,5773560147.2,3.3317067623138428,114602382.0,93603.0,93603.0,0.0,1/1,1.0,化学制药,20260401
16.0,600545.0,卓郎智能,9.89011001586914,4.0,316850288.0,7151648888.0,7151648896.0,4.51487922668457,96330200.0,93647.0,93647.0,0.0,1/1,1.0,专用设备,20260401
17.0,2579.0,中京电子,10.02685832977295,12.29,551767584.0,7170132177.259999,7529082888.959999,7.823275566101074,74998004.0,93733.0,93918.0,1.0,1/1,1.0,元件,20260401
18.0,603248.0,锡华科技,9.985369682312012,30.07,521539984.0,2084119164.26,13832200000.0,25.410974502563477,77271660.0,93911.0,94753.0,1.0,4/2,1.0,风电设备,20260401
19.0,605289.0,罗曼股份,10.001055717468262,104.16,457101408.0,11284434000.0,11354221200.0,4.130910396575928,87650640.0,94053.0,100447.0,1.0,1/1,1.0,专业工程,20260401
20.0,815.0,美利云,9.989372253417969,20.7,1411694288.0,14391944824.5,14391944928.0,10.0767822265625,140947562.0,94124.0,94124.0,0.0,1/1,1.0,IT服务Ⅱ,20260401
21.0,601133.0,柏诚股份,9.976662635803224,18.85,307568912.0,2815940124.4,9953147443.2,11.121661186218262,95293875.0,94259.0,94259.0,0.0,1/1,1.0,专业工程,20260401
22.0,534.0,万泽股份,9.988713264465332,38.98,450668832.0,19488846815.68,19862200997.76,2.3675172328948975,142639514.0,94512.0,94512.0,0.0,1/1,1.0,生物制品,20260401
23.0,603296.0,华勤技术,9.996255874633787,88.14,1891828224.0,50343669464.4,89526649505.28,3.81604266166687,27341028.0,94741.0,100623.0,5.0,1/1,1.0,消费电子,20260401
24.0,603949.0,雪龙集团,9.994050979614258,18.49,336645584.0,3886695516.26,3896521693.94,8.863479614257812,23649726.0,94753.0,143526.0,1.0,1/1,1.0,汽车零部,20260401
25.0,2645.0,华宏科技,10.029850959777832,18.43,566129216.0,10301034764.93,11566674782.24,5.614065170288086,66574523.0,95027.0,95027.0,0.0,1/1,1.0,环保设备,20260401
26.0,603912.0,佳力图,10.011000633239746,10.0,552659360.0,5418453330.0,5418453280.0,10.38743019104004,16749160.0,95842.0,100657.0,2.0,1/1,1.0,通用设备,20260401
27.0,2940.0,昂利康,9.996846199035645,34.88,727249664.0,6462408288.96,7036279127.68,11.707435607910156,100457888.0,100554.0,100554.0,0.0,1/1,1.0,化学制药,20260401
28.0,600643.0,爱建集团,10.04273509979248,5.15,331773968.0,8190311337.400001,8204829537.6,4.173036098480225,95140003.0,100830.0,100830.0,0.0,1/1,1.0,多元金融,20260401
29.0,601579.0,会稽山,9.982068061828612,18.4,345448304.0,8822126725.599998,8822126707.199999,4.0020904541015625,76954320.0,101013.0,101013.0,0.0,1/1,1.0,非白酒,20260401
30.0,600594.0,益佰制药,10.1010103225708,4.36,397303376.0,3452803464.0000005,3452803498.88,11.751498222351074,31916508.0,101419.0,103125.0,2.0,1/1,1.0,中药Ⅱ,20260401
31.0,300149.0,睿智医药,20.0,12.42,834996576.0,5893947874.98,6184712880.0,14.886271476745604,101179231.0,101506.0,101506.0,0.0,1/1,1.0,医疗服务,20260401
32.0,600851.0,海欣股份,9.948979377746582,8.62,146515927.0,6363336668.2,10404828650.56,2.3724043369293213,43100862.0,101736.0,101736.0,0.0,1/1,1.0,化学制药,20260401
33.0,78.0,海王生物,9.87261199951172,3.45,410250832.0,9061221926.1,9077375260.8,4.7034711837768555,110888916.0,101836.0,101836.0,0.0,1/1,1.0,医药商业,20260401
34.0,605162.0,新中港,9.99138641357422,12.77,664231360.0,5115444935.54,5115445012.16,13.68772792816162,28167159.0,102255.0,140810.0,2.0,2/2,2.0,电力,20260401
35.0,2821.0,凯莱英,10.002708435058594,121.85,2237369424.0,38631794097.299995,43972615825.6,6.033252239227295,153758493.0,103206.0,103351.0,1.0,2/2,2.0,医疗服务,20260401
36.0,605287.0,德才股份,10.00487995147705,45.08,341347936.0,6311200000.0,6311200000.0,5.557957172393799,55033664.0,103334.0,105737.0,1.0,1/1,1.0,装修装饰,20260401
37.0,788.0,北大医药,10.067113876342772,6.56,422455424.0,3909677508.0,3909677501.44,11.11470890045166,103316720.0,103600.0,103600.0,0.0,1/1,1.0,化学制药,20260401
38.0,603937.0,丽岛新材,10.014410018920898,15.27,247326770.0,3189734663.52,3189734663.52,8.08021354675293,59392665.0,103723.0,103723.0,0.0,1/1,1.0,工业金属,20260401
39.0,603727.0,博迈科,10.005266189575195,20.89,266365066.0,5885115696.53,5885115759.2,4.67969274520874,75369031.0,105045.0,105045.0,0.0,1/1,1.0,油服工程,20260401
40.0,2083.0,孚日股份,10.02548885345459,12.95,927873552.0,12258975205.4,12258975153.599998,7.865007877349853,68638690.0,105130.0,105130.0,0.0,1/1,1.0,纺织制造,20260401
