序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,586.0,汇源通信,10.019268035888672,22.84,86862827.0,4418169600.0,4418169600.0,1.9660364389419556,294236300.0,92500.0,92500.0,0.0,4/4,4.0,通信设备,20260408
2.0,2902.0,铭普光磁,10.0,29.37,1291527984.0,5217059065.02,6902216150.940001,24.98969841003418,267473294.0,92500.0,94027.0,1.0,1/1,1.0,通信设备,20260408
3.0,601069.0,西部黄金,10.006627082824709,33.2,206485441.0,29454656307.6,30245170784.000004,0.7010281682014465,159725200.0,92501.0,92501.0,0.0,1/1,1.0,贵金属,20260408
4.0,603538.0,美诺华,9.997455596923828,43.24,729347808.0,9349939480.32,9533894547.52,7.800561904907227,240661430.0,92502.0,92502.0,0.0,13/7,1.0,化学制药,20260408
5.0,600126.0,杭钢股份,10.047281265258787,9.31,543161328.0,31441630362.730003,31441630409.280003,1.7275227308273315,271564218.0,92502.0,92502.0,0.0,1/1,1.0,普钢,20260408
6.0,600721.0,百花医药,10.019646644592283,11.2,73080213.0,4306933512.0,4306933478.4,1.6968038082122805,159808107.0,92502.0,92502.0,0.0,1/1,1.0,医疗服务,20260408
7.0,603950.0,长源东谷,10.002696990966797,40.8,107540640.0,13203157440.0,13224536640.0,0.814507007598877,350015040.0,92503.0,92503.0,0.0,1/1,1.0,汽车零部,20260408
8.0,2051.0,中工国际,10.019083976745604,11.53,492824208.0,14266503877.009998,14267325124.32,3.454859495162964,217943749.0,93000.0,93000.0,0.0,4/3,2.0,专业工程,20260408
9.0,2478.0,常宝股份,10.04975128173828,11.06,336867600.0,7993326754.280001,9962894717.44,4.222955703735352,41467258.0,93000.0,93448.0,2.0,1/1,1.0,特钢Ⅱ,20260408
10.0,2928.0,华夏航空,10.0,8.58,150660205.0,10967257801.5,10967312516.16,1.3755518198013306,127508667.0,93000.0,93000.0,0.0,1/1,1.0,航空机场,20260408
11.0,2384.0,东山精密,9.999082565307615,119.91,2784781744.0,166233837804.93,219628059641.76,1.6752197742462158,1150556355.0,93000.0,93000.0,0.0,1/1,1.0,元件,20260408
12.0,919.0,金陵药业,10.0,8.91,843109024.0,5539941546.4800005,5541347544.4800005,15.39465618133545,38050155.0,93027.0,141509.0,3.0,2/2,2.0,化学制药,20260408
13.0,605016.0,百龙创园,10.016555786132812,26.58,200756832.0,11163927465.599998,11163927465.599998,1.8027664422988892,81447924.0,93039.0,93933.0,4.0,1/1,1.0,化学制品,20260408
14.0,2353.0,杰瑞股份,10.003934860229492,111.83,2785014640.0,77525464218.7,114497798587.2,3.631058931350708,79119836.0,93039.0,101006.0,1.0,1/1,1.0,专用设备,20260408
15.0,534.0,万泽股份,10.013986587524414,39.33,249156940.0,19663836461.28,20040542976.96,1.274375557899475,77142333.0,93045.0,93045.0,0.0,1/1,1.0,生物制品,20260408
16.0,2491.0,通鼎互联,9.985527992248535,15.2,1112951392.0,17882326839.2,18695916339.2,6.297893524169922,217644027.0,93100.0,93100.0,0.0,2/2,2.0,通信设备,20260408
17.0,2348.0,高乐股份,10.062111854553224,8.86,379076144.0,8005302371.139999,8392191999.999999,4.7757134437561035,52565494.0,93112.0,95936.0,3.0,2/2,2.0,文娱用品,20260408
18.0,2181.0,粤 传 媒,9.991532325744627,12.99,632997008.0,14737636980.96,15082145706.24,4.34081506729126,115643254.0,93118.0,93354.0,2.0,2/2,2.0,出版,20260408
19.0,600666.0,奥瑞德,9.98307991027832,6.5,1137312720.0,15728394077.5,17884408048.0,7.311113357543945,334516390.0,93129.0,93129.0,0.0,1/1,1.0,光学光电,20260408
20.0,600186.0,莲花控股,9.942362785339355,7.63,929546592.0,13583599660.33,13678794203.2,6.922359466552734,84470661.0,93249.0,93346.0,1.0,1/1,1.0,调味发酵,20260408
21.0,600115.0,中国东航,9.90566062927246,4.66,1087363888.0,79336336401.38,102928852444.16,1.3752297163009644,28104012.0,93307.0,103316.0,6.0,1/1,1.0,航空机场,20260408
22.0,300209.0,行云科技,20.02053451538086,11.69,856084816.0,8587004482.839999,10855756336.32,10.21442985534668,117251366.0,93309.0,93309.0,0.0,1/1,1.0,软件开发,20260408
23.0,605060.0,联德股份,10.008305549621582,52.98,164924178.0,12659062392.0,12746564160.0,1.3127959966659546,40439634.0,93327.0,93442.0,1.0,1/1,1.0,通用设备,20260408
24.0,2042.0,华孚时尚,9.951457023620604,4.53,159727030.0,7704086538.150001,7704086560.8,2.099281072616577,63970934.0,93342.0,93342.0,0.0,1/1,1.0,纺织制造,20260408
25.0,600984.0,建设机械,10.05290985107422,4.16,137715569.0,5229302728.0,5229302707.2,2.65527868270874,64539750.0,93525.0,93828.0,2.0,1/1,1.0,工程机械,20260408
26.0,600743.0,华远控股,10.050251007080078,2.19,299411872.0,5137960914.059999,5137960927.2,5.936052322387695,26311744.0,93542.0,110445.0,1.0,2/2,2.0,一般零售,20260408
27.0,551.0,创元科技,10.023677825927734,13.94,156602607.0,6754587995.88,6757178577.599999,2.346524953842163,154529834.0,93754.0,93754.0,0.0,1/1,1.0,环保设备,20260408
28.0,600589.0,大位科技,10.02024269104004,10.87,937102496.0,16070967704.3,16138361682.56,5.931847095489502,135040738.0,93850.0,93850.0,0.0,1/1,1.0,IT服务Ⅱ,20260408
29.0,300571.0,平治信息,19.993444442749023,36.61,880119904.0,4233476976.75,5108130843.34,21.574155807495117,62595778.0,93951.0,101600.0,1.0,1/1,1.0,通信服务,20260408
30.0,603272.0,联翔股份,9.99336051940918,33.13,90515832.0,3433162510.0000005,3433162510.0000005,2.7258338928222656,39398196.0,93958.0,93958.0,0.0,1/1,1.0,家居用品,20260408
31.0,426.0,兴业银锡,10.0,43.56,2388508560.0,77327950011.84001,77346693008.64,3.1315839290618896,230707045.0,94018.0,94542.0,4.0,1/1,1.0,贵金属,20260408
32.0,603138.0,海量数据,10.0,19.91,569400416.0,5740906143.5,5851005536.64,10.050532341003418,41844170.0,94056.0,130753.0,1.0,1/1,1.0,IT服务Ⅱ,20260408
33.0,889.0,中嘉博创,10.122699737548828,3.59,108721843.0,3122760336.8399997,3361285120.7999997,3.5194380283355713,23143868.0,94103.0,94103.0,0.0,1/1,1.0,通信服务,20260408
34.0,2957.0,科瑞技术,10.005938529968262,37.05,1131838928.0,15512051837.099998,15560350291.2,7.416794300079346,55073639.0,94130.0,95636.0,4.0,2/2,2.0,自动化设,20260408
35.0,600654.0,中安科,10.0,4.4,1096759664.0,10196700021.2,12661413107.2,11.325501441955566,242108878.0,94151.0,94151.0,0.0,3/3,3.0,软件开发,20260408
36.0,600841.0,动力新科,10.0,9.13,159121862.0,9522813538.92,12670812960.96,1.6900562047958374,113421077.0,94201.0,94201.0,0.0,1/1,1.0,汽车零部,20260408
37.0,2361.0,神剑股份,10.032787322998049,16.78,2484530960.0,13577083671.52,15958366897.28,18.82948303222656,221348906.0,94336.0,94733.0,1.0,9/5,1.0,塑料,20260408
38.0,600356.0,恒丰纸业,10.058479309082031,9.41,205957348.0,2811062266.98,3100938577.92,7.429176330566406,34141399.0,94439.0,100209.0,1.0,1/1,1.0,造纸,20260408
39.0,2380.0,科远智慧,10.009943962097168,33.19,155632095.0,4704745229.099999,7965322830.309999,3.3759706020355225,74103246.0,94518.0,94518.0,0.0,1/1,1.0,IT服务Ⅱ,20260408
40.0,600875.0,东方电气,9.994256973266602,38.3,4492875264.0,86686940588.5,132455200255.99998,5.219966411590576,137331697.0,94602.0,131111.0,4.0,1/1,1.0,其他电源,20260408
41.0,2421.0,达实智能,10.080645561218262,2.73,167432851.0,5478270538.65,5789187855.36,3.128382444381714,61034337.0,94733.0,94733.0,0.0,1/1,1.0,IT服务Ⅱ,20260408
42.0,600815.0,厦工股份,9.97150993347168,3.86,206308364.0,6848004692.8,6848004692.8,3.0961947441101074,63150294.0,94835.0,94835.0,0.0,1/1,1.0,工程机械,20260408
43.0,603175.0,超颖电子,10.002617835998535,84.02,469225792.0,3696821858.16,36719204138.56,12.941367149353027,66523759.0,94928.0,101349.0,1.0,1/1,1.0,元件,20260408
44.0,603211.0,晋拓股份,9.991568565368652,26.09,359850912.0,7091470720.0,7091470720.0,5.150179386138916,42717157.0,94954.0,100742.0,1.0,1/1,1.0,汽车零部,20260408
45.0,603196.0,璞源材料,10.010649681091309,30.99,192265379.0,7344266859.179999,12975123765.599998,2.6750268936157227,112106325.0,95028.0,95028.0,0.0,1/1,1.0,服装家纺,20260408
46.0,727.0,冠捷科技,10.15625,2.82,581913200.0,12773378883.599998,12773378872.32,4.645999431610107,88195330.0,95103.0,95103.0,0.0,1/1,1.0,光学光电,20260408
47.0,2131.0,利欧股份,9.95850658416748,7.95,3743049712.0,46505304543.9,53835641587.200005,8.226962089538574,436247958.0,95300.0,100036.0,1.0,1/1,1.0,通用设备,20260408
48.0,301232.0,飞沃科技,20.0,184.74,1928251616.0,8251830536.1,13885491984.78,24.142236709594727,28486908.0,95412.0,145406.0,3.0,1/1,1.0,风电设备,20260408
49.0,978.0,桂林旅游,9.97267723083496,8.05,344924816.0,3768368012.500001,3768446500.000001,9.376325607299805,30656935.0,95512.0,110212.0,1.0,1/1,1.0,旅游及景,20260408
50.0,605287.0,德才股份,10.010346412658691,42.53,293299648.0,5954200000.0,5954200000.0,5.0671000480651855,123390587.0,100202.0,100202.0,0.0,1/1,1.0,装修装饰,20260408
51.0,603920.0,世运电路,10.008136749267578,54.08,1228995088.0,38969632503.36,38969632665.6,3.2340874671936035,315099607.0,100810.0,100810.0,0.0,1/1,1.0,元件,20260408
52.0,2213.0,大为股份,10.014892578125,29.55,632037424.0,6103761832.2,7017679386.0,10.620548248291016,129003480.0,100903.0,100903.0,0.0,1/1,1.0,半导体,20260408
53.0,2217.0,合力泰,9.821428298950195,2.46,897898608.0,17907133081.86,18399321323.52,5.131000995635986,68636214.0,100930.0,102557.0,2.0,1/1,1.0,光学光电,20260408
54.0,603315.0,福鞍股份,9.992429733276367,14.53,106372288.0,4654921815.92,4654921932.16,2.3431317806243896,82544871.0,101059.0,101059.0,0.0,1/1,1.0,环境治理,20260408
55.0,600986.0,浙文互联,10.0217866897583,10.1,947218800.0,15022478026.2,15022478046.4,6.453711032867432,123848391.0,101221.0,101221.0,0.0,1/1,1.0,广告营销,20260408
56.0,688485.0,九州一轨,19.994029998779297,40.21,559292272.0,3568958295.38,6043243813.02,16.48295783996582,32914940.0,101638.0,102441.0,2.0,3/2,1.0,轨交设备,20260408
57.0,601002.0,晋亿实业,10.018903732299805,5.82,318612144.0,5554844990.400001,5554844990.400001,5.869152069091797,57027205.0,101917.0,101917.0,0.0,1/1,1.0,通用设备,20260408
58.0,603308.0,应流股份,9.998357772827148,67.0,1460674800.0,45495733734.0,45495733600.0,3.2584056854248047,67406154.0,102039.0,102706.0,1.0,1/1,1.0,通用设备,20260408
59.0,2995.0,天地在线,9.99555778503418,24.76,475486544.0,2783450070.0800004,4393772924.8,17.64369010925293,94508845.0,102348.0,102348.0,0.0,1/1,1.0,广告营销,20260408
60.0,2046.0,国机精工,10.00239372253418,45.97,595152624.0,24309080897.44,24648693282.56,2.4991846084594727,58825004.0,102736.0,102736.0,0.0,1/1,1.0,通用设备,20260408
61.0,920171.0,志晟信息,29.94454765319824,21.09,158466537.0,1426358458.2,2113918926.15,12.073196411132812,51695723.0,102815.0,102815.0,0.0,1/1,1.0,IT服务Ⅱ,20260408
62.0,603629.0,利通电子,10.0,70.4,1976427216.0,18082380800.0,18467328000.0,11.243328094482422,111711001.0,102857.0,102857.0,0.0,1/1,1.0,消费电子,20260408
63.0,300058.0,蓝色光标,20.01471710205078,16.31,9033534720.0,56759285352.98,58556508293.92,16.785247802734375,714070589.0,103109.0,103109.0,0.0,1/1,1.0,广告营销,20260408
64.0,1389.0,广合科技,10.0,125.62,1088752912.0,19083805877.18,59348726817.6,5.856812953948975,147663295.0,103306.0,103306.0,0.0,1/1,1.0,元件,20260408
65.0,603328.0,依顿电子,10.035842895507812,12.28,743693488.0,12260875263.08,12260875226.24,6.182563304901123,16951066.0,103317.0,132108.0,4.0,1/1,1.0,元件,20260408
66.0,2400.0,省广集团,10.050251007080078,8.76,1899793312.0,15121202053.68,15271633311.36,12.812302589416504,89967801.0,103330.0,143433.0,1.0,1/1,1.0,广告营销,20260408
67.0,688655.0,迅捷兴,20.0,29.04,327551728.0,3873645600.0,3873645600.0,8.989925384521484,49899373.0,103822.0,103822.0,0.0,1/1,1.0,元件,20260408
68.0,2449.0,国星光电,10.039629936218262,8.33,242471168.0,5151914817.77,5151914809.44,4.831703186035156,70075975.0,103921.0,103921.0,0.0,1/1,1.0,光学光电,20260408
69.0,2536.0,飞龙股份,9.985580444335938,30.51,823846016.0,16609676798.25,17536717442.88,5.066988468170166,109803262.0,104057.0,104057.0,0.0,1/1,1.0,汽车零部,20260408
70.0,603890.0,春秋电子,10.007046699523926,15.61,780162176.0,6974679139.61,6974679124.0,11.382393836975098,6474263.0,104112.0,144324.0,1.0,1/1,1.0,消费电子,20260408
71.0,600641.0,先导基电,10.015649795532228,21.09,1754679856.0,19626985012.8,19626985012.8,9.16917610168457,24159544.0,104425.0,133404.0,5.0,1/1,1.0,半导体,20260408
72.0,892.0,欢瑞世纪,10.049423217773438,6.68,528887360.0,4748387512.72,6552949606.4,11.445631980895996,39713268.0,104503.0,104906.0,2.0,1/1,1.0,影视院线,20260408
73.0,603311.0,金海高科,9.981048583984377,17.41,140808649.0,4106738820.87,4106738820.87,3.5087599754333496,89125272.0,104542.0,104542.0,0.0,1/1,1.0,家电零部,20260408
74.0,605258.0,协和电子,10.00885772705078,37.26,126755288.0,3278880000.0,3278880000.0,3.9803409576416016,53143938.0,104656.0,104656.0,0.0,1/1,1.0,元件,20260408
75.0,2716.0,湖南白银,10.044053077697754,12.49,2605290160.0,29037429332.7,35260377113.6,9.142182350158691,143820226.0,105027.0,130445.0,1.0,1/1,1.0,贵金属,20260408
76.0,2916.0,深南电路,9.99907398223877,237.51,3613642896.0,157898892469.5,161783877265.91998,2.337347984313965,180335405.0,105433.0,112815.0,3.0,1/1,1.0,元件,20260408
77.0,3041.0,真爱美家,10.004125595092772,53.33,308021424.0,7296791922.0,7679520000.0,4.3145952224731445,7156886.0,105636.0,142424.0,2.0,1/1,1.0,服装家纺,20260408
78.0,917.0,电广传媒,10.044642448425291,9.86,796777744.0,13976149319.179998,13977105472.96,5.830013751983643,20869676.0,105921.0,132003.0,1.0,1/1,1.0,电视广播,20260408
