序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,720.0,新能泰山,9.90338134765625,4.55,81710420.0,5717218648.05,5717218634.4,1.4291987419128418,232484825.0,92500.0,92500.0,0.0,2/2,2.0,电网设备,20260325
2.0,722.0,湖南发展,9.99338150024414,16.62,102218584.0,7714310646.84,7714310746.56,1.3250514268875122,157263143.0,92500.0,92500.0,0.0,2/2,2.0,电力,20260325
3.0,2902.0,铭普光磁,10.004239082336426,25.95,186167895.0,4609556783.7,6098485158.9,4.0387372970581055,237657885.0,92500.0,92500.0,0.0,1/1,1.0,通信设备,20260325
4.0,600666.0,奥瑞德,10.0,5.28,347193008.0,12776295496.8,14527642229.76,2.717478036880493,305817325.0,92502.0,92502.0,0.0,6/4,2.0,光学光电,20260325
5.0,600758.0,辽宁能源,10.0,5.72,931291008.0,7554652213.679999,7561939482.24,12.355921745300291,159400858.0,92503.0,93354.0,3.0,3/3,3.0,煤炭开采,20260325
6.0,859.0,国风新材,10.0,10.34,225007044.0,9263867302.14,9264394652.48,2.42886734008789,88545183.0,93000.0,93000.0,0.0,1/1,1.0,塑料,20260325
7.0,889.0,中嘉博创,9.937888145446776,3.54,82760698.0,3079267853.04,3314470564.8,2.692436695098877,16019916.0,93000.0,93000.0,0.0,1/1,1.0,通信服务,20260325
8.0,601.0,韶能股份,10.049627304077148,8.87,2043467744.0,9309303665.089998,9440725319.36,22.251874923706055,169398044.0,93024.0,94724.0,4.0,14/7,2.0,电力,20260325
9.0,603601.0,再升科技,9.990999221801758,12.22,1320515168.0,13959406665.62,13959406726.72,9.475963592529297,189541780.0,93053.0,93053.0,0.0,1/1,1.0,专业工程,20260325
10.0,2491.0,通鼎互联,10.038609504699709,11.4,465162880.0,13411745129.4,14021937254.4,3.508897304534912,196204191.0,93118.0,93118.0,0.0,2/2,2.0,通信设备,20260325
11.0,2192.0,融捷股份,10.0,64.46,2447530928.0,16702725523.88,16737374385.38,14.728178024291992,61030728.0,93127.0,112936.0,19.0,2/2,2.0,能源金属,20260325
12.0,603538.0,美诺华,9.98641300201416,32.38,939005760.0,7000422723.92,7138176310.320001,13.491965293884276,52724224.0,93149.0,142601.0,5.0,4/3,2.0,化学制药,20260325
13.0,600396.0,华电辽能,10.026385307312012,8.34,823882032.0,12282374853.78,12282374845.44,6.782968044281006,214651417.0,93311.0,93423.0,1.0,14/9,8.0,电力,20260325
14.0,2467.0,二六三,9.98509693145752,7.38,947534016.0,10087603602.66,10150244415.36,9.485255241394045,146514889.0,93312.0,93418.0,1.0,1/1,1.0,通信服务,20260325
15.0,301419.0,阿莱德,20.005481719970703,43.79,333151408.0,3473711814.0,5254800000.0,9.80255889892578,42840632.0,93315.0,93315.0,0.0,1/1,1.0,通信设备,20260325
16.0,605366.0,宏柏新材,10.00981330871582,11.21,312178976.0,8699831017.0,8699830972.16,3.63711929321289,96079082.0,93339.0,93742.0,2.0,2/2,2.0,化学制品,20260325
17.0,70.0,特发信息,9.986129760742188,15.86,634823824.0,14094446592.72,14279468020.48,4.579400539398193,115147311.0,93557.0,93557.0,0.0,1/1,1.0,通信设备,20260325
18.0,601133.0,柏诚股份,10.005684852600098,19.35,574057536.0,2890633496.4,10217156659.2,20.177978515625,21571380.0,93611.0,94605.0,1.0,1/1,1.0,专业工程,20260325
19.0,600589.0,大位科技,9.97038459777832,11.14,1189277200.0,16470154574.6,16539222552.320002,7.339529037475586,145212384.0,93643.0,93813.0,1.0,1/1,1.0,IT服务Ⅱ,20260325
20.0,603175.0,超颖电子,10.003737449645996,88.3,248590613.0,3885138896.4,38589689662.4,6.614433765411377,78904880.0,93804.0,93804.0,0.0,1/1,1.0,元件,20260325
21.0,600539.0,狮头股份,9.96592903137207,12.91,421081200.0,2969300000.0,2969300000.0,14.337396621704102,3600599.0,93856.0,145656.0,7.0,2/2,2.0,互联网电,20260325
22.0,603938.0,三孚股份,9.990999221801758,24.44,166786403.0,9351342706.68,9351342682.24,1.8246452808380127,36757760.0,93856.0,93856.0,0.0,1/1,1.0,化学原料,20260325
23.0,603618.0,杭电股份,9.985527992248535,22.8,1419438224.0,15763364044.8,15763364044.8,9.249347686767578,130105920.0,93937.0,93937.0,0.0,1/1,1.0,电网设备,20260325
24.0,605299.0,舒华体育,9.981401443481444,17.74,367514752.0,7259678518.02,7259678606.719999,5.272129535675049,64114080.0,94005.0,94005.0,0.0,8/4,2.0,文娱用品,20260325
