序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,20.0,深华发Ａ,9.98288631439209,19.28,55759302.0,3492868738.48,5459348552.96,1.596375584602356,531035209.0,92500.0,92500.0,0.0,3/3,3.0,光学光电,20260318
2.0,539.0,粤电力Ａ,10.0,5.61,147132948.0,14335720503.39,29454093419.52,1.02633798122406,121819915.0,92500.0,92500.0,0.0,1/1,1.0,电力,20260318
3.0,601.0,韶能股份,9.967320442199709,6.73,210594554.0,7063316084.110001,7163030597.440001,2.981525182723999,351132298.0,92500.0,92500.0,0.0,1/1,1.0,电力,20260318
4.0,600396.0,华电辽能,10.0,5.17,331038848.0,7613894243.89,7613894238.72,4.347825527191162,224291536.0,92503.0,92503.0,0.0,3/3,3.0,电力,20260318
5.0,2323.0,雅博股份,10.181818008422852,3.03,340888928.0,6424757229.719999,6426191062.08,5.387364387512207,146865627.0,93015.0,93015.0,0.0,4/3,2.0,专业工程,20260318
6.0,37.0,深南电A,10.02087688446045,10.54,137688316.0,3572091900.9999995,6353117719.679999,3.872288227081299,48484000.0,93018.0,93018.0,0.0,1/1,1.0,电力,20260318
7.0,603387.0,基蛋生物,9.957627296447754,10.38,343269936.0,5264253506.46,5264253537.6,6.602631092071533,75511240.0,93048.0,93209.0,1.0,2/2,2.0,医疗器械,20260318
8.0,603897.0,长城科技,9.99004364013672,33.14,633470304.0,6841278468.34,6841278468.34,9.311802864074709,18935466.0,93107.0,93813.0,3.0,1/1,1.0,电网设备,20260318
9.0,600468.0,百利电气,10.061349868774414,8.97,571800864.0,9756985829.37,9756985892.16,5.910242557525635,75016863.0,93215.0,94833.0,1.0,1/1,1.0,电网设备,20260318
10.0,600666.0,奥瑞德,9.90099048614502,4.44,1062721424.0,10743703031.400002,12216426420.48,9.987582206726074,123694137.0,93336.0,95830.0,3.0,1/1,1.0,光学光电,20260318
11.0,600370.0,三房巷,10.0,3.63,1469433696.0,14144951002.71,14144951013.6,10.65034294128418,18258718.0,93429.0,142723.0,7.0,5/5,5.0,化学纤维,20260318
12.0,603088.0,宁波精达,9.991743087768556,13.32,695450320.0,5832452908.8,6691807733.76,12.155405044555664,38760187.0,93900.0,110836.0,2.0,1/1,1.0,通用设备,20260318
