序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,720.0,新能泰山,10.10988998413086,5.01,106067572.0,6295223170.71,6295223155.679999,1.684889793395996,237765221.0,92500.0,92500.0,0.0,3/3,3.0,电网设备,20260326
2.0,2471.0,中超控股,10.050251007080078,8.76,1152180496.0,11760946163.88,11990337600.0,9.79685878753662,330617537.0,92500.0,92500.0,0.0,1/1,1.0,电网设备,20260326
3.0,965.0,天保基建,10.0,4.18,319187648.0,4639093141.099999,4639093145.28,6.881990432739258,30367031.0,92500.0,101133.0,2.0,1/1,1.0,房地产开,20260326
4.0,600163.0,中闽能源,9.94694995880127,8.29,640983936.0,15775838025.47,15775838033.759998,4.065252780914307,170917383.0,92502.0,101238.0,1.0,2/2,2.0,电力,20260326
5.0,2705.0,新宝股份,9.977662086486816,14.77,743152832.0,11935687218.0,11991405211.52,6.267712593078613,37214492.0,93003.0,144648.0,3.0,1/1,1.0,小家电,20260326
6.0,603601.0,再升科技,9.983633041381836,13.44,5615861248.0,15353062650.24,15353062717.44,36.98592376708984,192672574.0,93004.0,140225.0,5.0,2/2,2.0,专业工程,20260326
7.0,1367.0,海森药业,9.986320495605469,24.12,158715307.0,959955618.6,3674710944.0,16.576536178588867,35083866.0,93012.0,93545.0,1.0,1/1,1.0,化学制药,20260326
8.0,722.0,湖南发展,9.98796558380127,18.28,2020618416.0,8484813394.960001,8484813504.64,24.00480079650879,71769016.0,93018.0,105418.0,13.0,3/3,3.0,电力,20260326
9.0,2902.0,铭普光磁,10.019268035888672,28.55,787010912.0,5071400623.3,6709508720.1,15.657873153686523,163227487.0,93024.0,93103.0,1.0,6/3,2.0,通信设备,20260326
10.0,767.0,晋控电力,9.97624683380127,4.63,961523392.0,13483700998.68,14246242497.12,7.217415332794189,160492560.0,93054.0,93524.0,2.0,1/1,1.0,电力,20260326
11.0,600800.0,渤海化学,9.91561222076416,5.21,308052224.0,5781694425.36,5783335575.36,5.352577209472656,34701726.0,93105.0,93347.0,2.0,2/2,2.0,炼化及贸,20260326
12.0,927.0,中国铁物,9.86842155456543,3.34,1862552688.0,20208170940.54,20208181237.76,9.302599906921388,7951538.0,93203.0,145336.0,12.0,2/2,2.0,轨交设备,20260326
13.0,603538.0,美诺华,10.006176948547363,35.62,1013602048.0,7700897388.08,7852434841.679999,13.314013481140137,139466334.0,93342.0,94318.0,7.0,10/5,3.0,化学制药,20260326
14.0,3018.0,金富科技,10.019493103027344,28.22,231195267.0,2764965263.5,7337200000.0,8.490954399108887,75121640.0,93418.0,93418.0,0.0,1/1,1.0,包装印刷,20260326
15.0,601515.0,衢州东峰,9.975062370300291,4.41,149340508.0,8486915659.110001,8486915663.52,1.782002568244934,20895462.0,93521.0,93521.0,0.0,1/1,1.0,包装印刷,20260326
16.0,603937.0,丽岛新材,9.984639167785645,14.32,222114007.0,2991290136.32,2991290136.32,7.603072643280029,28764584.0,93905.0,93905.0,0.0,3/2,1.0,工业金属,20260326
17.0,2692.0,远程股份,9.926470756530762,5.98,187970228.0,4291899670.500001,4294513080.000001,4.464876651763916,101739534.0,93909.0,93909.0,0.0,1/1,1.0,电网设备,20260326
18.0,2263.0,大东南,10.119048118591309,3.7,276128224.0,6949876870.0,6949932355.200001,4.036493301391602,77871310.0,94018.0,94018.0,0.0,1/1,1.0,塑料,20260326
19.0,603520.0,司太立,10.04273509979248,10.3,389398944.0,4515621774.3,4515621846.400001,8.763570785522461,23185300.0,94325.0,95855.0,1.0,1/1,1.0,化学制药,20260326
20.0,692.0,惠天热电,10.112359046936035,4.9,148400781.0,2610881582.4,2610881582.4,5.859806537628174,55081037.0,94436.0,94436.0,0.0,1/1,1.0,电力,20260326
21.0,600682.0,南京新百,9.968847274780272,7.06,221033323.0,8218265541.5,9496633501.44,2.760193109512329,100472497.0,94511.0,94511.0,0.0,1/1,1.0,综合Ⅱ,20260326
22.0,603217.0,元利科技,9.98217487335205,24.68,93989858.0,5135601968.0,5135601968.0,1.8616803884506223,99626545.0,94658.0,94658.0,0.0,1/1,1.0,化学制品,20260326
23.0,2192.0,融捷股份,10.006205558776855,70.91,2839523040.0,18374034546.98,18412150444.73,15.69447135925293,23520847.0,94833.0,141042.0,9.0,3/3,3.0,能源金属,20260326
24.0,603026.0,石大胜华,10.005157470703123,85.32,2006122752.0,19854050514.48,19854050514.48,10.34495449066162,103451865.0,95239.0,132451.0,2.0,1/1,1.0,电池,20260326
25.0,2109.0,兴化股份,10.022271156311035,4.94,528144320.0,6304773063.940001,6304773088.64,8.647380828857422,122102474.0,95824.0,95824.0,0.0,1/1,1.0,化学原料,20260326
26.0,600207.0,安彩高科,10.033445358276367,6.58,580191696.0,7167676605.32,7167676644.8,8.455025672912598,44996790.0,100449.0,100449.0,0.0,1/1,1.0,光伏设备,20260326
27.0,603272.0,联翔股份,9.996255874633787,29.38,217169262.0,3044561260.0,3044561260.0,7.360245704650879,10779522.0,101251.0,101251.0,0.0,4/2,1.0,家居用品,20260326
