序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1,002297,博云新材,10.016555786132812,13.29,135127936,7616563044.509999,7616563004.639999,1.7741327285766602,695412008,092500,092500,0,2/2,2,航空装备,20260414
2,002023,海特高新,10.0,12.32,310940672,9127398095.2,9127398156.800001,3.4066736698150635,142711615,092500,092500,0,1/1,1,航空装备,20260414
3,000967,盈峰环境,9.97177791595459,11.69,3098099776,37003818612.39,37021580971.2,8.419352531433105,23261931,093000,145230,32,1/1,1,环保设备,20260414
4,002885,京泉华,10.004066467285156,27.05,243084559,6246052013.650001,7328304200.8,3.8946356773376465,113258025,093000,093000,0,1/1,1,其他电子,20260414
5,600743,华远控股,9.931507110595703,3.21,220190788,7530983805.54,7530983824.8,2.92755126953125,109493918,093030,093030,0,6/6,6,一般零售,20260414
6,600605,汇通能源,9.992515563964844,29.39,71518931,6062640588.31,6062640588.31,1.1862183809280396,68031972,093053,093053,0,1/1,1,一般零售,20260414
7,002229,鸿博股份,9.994416236877441,19.7,866660528,9715176411.1,9774972313.6,9.040334701538086,128338605,093112,093112,0,1/1,1,包装印刷,20260414
8,603585,苏利股份,10.0,26.4,445251232,4899337080.0,5009029080.0,9.175437927246094,10876800,093158,094113,6,1/1,1,农化制品,20260414
9,002364,中恒电气,9.992233276367188,42.49,3630085232,23713828762.4,23945875150.4,15.50767707824707,287982518,093215,093215,0,4/4,4,其他电源,20260414
10,000889,中嘉博创,9.948979377746582,4.31,528603728,3749052103.5599995,4035414727.2,14.504288673400879,94688174,093215,093215,0,5/4,1,通信服务,20260414
11,300857,协创数据,20.0,249.6,4221247952,85859983622.4,86391743692.8,4.964190483093262,507318739,093303,093303,0,1/1,1,消费电子,20260414
12,002647,仁东控股,10.042283058166504,10.41,599680752,10569186149.37,11766336222.24,5.740063190460205,55481136,093339,100148,4,1/1,1,多元金融,20260414
13,001299,美能能源,10.02967357635498,18.54,383204112,4049134498.2599998,4498519755.24,9.675386428833008,203313533,093342,103742,1,3/3,3,燃气Ⅱ,20260414
14,603026,石大胜华,10.00446605682373,98.52,1400848192,22925703899.28,22925703899.28,6.161600589752197,121386492,093410,093710,1,3/2,1,电池,20260414
15,600396,华电辽能,10.0,8.03,1485625584,11825835740.509998,11825835732.48,12.718279838562012,111664625,093420,094917,3,2/2,2,电力,20260414
16,601588,北辰实业,10.106383323669434,2.07,318952048,5506200000.0,6969731399.999999,5.933352470397949,31656303,093441,095256,3,1/1,1,房地产开,20260414
17,603002,宏昌电子,10.008554458618164,12.86,777560976,14584249625.74,14584249664.32,5.420114994049072,146649884,093634,132740,1,1/1,1,电子化学,20260414
