序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1,300632,光莆股份,20.01177215576172,20.39,180467037,4510177427.62,6222653150.24,4.001328945159912,221446369,092500,092500,0,1/1,1,光学光电,20260429
2,000402,金 融 街,9.923664093017578,2.88,68154543,8607323367.36,8608118123.52,0.7918204069137573,75401648,092500,092500,0,1/1,1,房地产开,20260429
3,001266,宏英智能,9.991650581359863,39.52,118667494,2297633599.04,4095747755.84,5.164770126342773,46048704,092500,092500,0,2/2,2,自动化设,20260429
4,688531,日联科技,20.0,100.5,241534967,11535272113.5,16642190869.5,2.093881845474243,443928198,092503,092503,0,1/1,1,专用设备,20260429
5,002354,天娱数科,9.981515884399414,5.95,312332960,9672877985.050001,9844785652.800001,3.230830192565918,126388710,093000,093000,0,1/1,1,广告营销,20260429
6,002111,威海广泰,10.02087688446045,10.54,204710795,5151434865.44,5607389447.36,3.9784839153289795,17405724,093000,093433,3,1/1,1,航空装备,20260429
7,000551,创元科技,9.97906494140625,15.76,336723920,7636463903.5199995,7639392710.4,4.425663948059082,139076090,093027,093257,2,1/1,1,环保设备,20260429
8,002568,百润股份,10.0,18.26,291599040,13933864921.460001,19020048688.960003,2.09944224357605,27699379,093027,093709,4,1/1,1,非白酒,20260429
9,600606,绿地控股,9.701492309570312,1.47,171874155,20659700921.579998,20659700812.8,0.8363913893699646,39473629,093034,093407,1,1/1,1,房地产开,20260429
10,603013,亚普股份,9.994508743286133,20.03,106401166,10179637866.92,10179637947.04,1.0478935241699219,64799053,093039,093915,4,1/1,1,汽车零部,20260429
11,603933,睿能科技,10.023640632629395,23.27,186414271,4829562260.25,4829562260.25,3.8748302459716797,64485824,093045,093410,3,1/1,1,其他电子,20260429
12,600379,宝光股份,10.028860092163086,15.25,987042896,5035573851.0,5035573912.0,20.14263153076172,34025815,093052,135858,2,2/2,2,电网设备,20260429
13,002210,飞马国际,9.966776847839355,3.31,612137856,8788936580.19,8808680462.08,7.006499290466309,86400049,093100,093100,0,3/3,3,环境治理,20260429
14,001396,誉帆科技,10.006916999816895,47.71,204863922,1059502840.24,5100314267.36,19.442548751831055,6226393,093109,141648,9,1/1,1,基础建设,20260429
15,000980,众泰汽车,10.096153259277344,2.29,349409072,11547327159.47,11547434260.48,3.048281669616699,54687325,093121,093506,1,1/1,1,汽车零部,20260429
16,603803,瑞斯康达,9.985206604003906,14.87,311005632,6318018492.589999,6318018418.24,4.959554672241211,84805082,093122,093146,1,1/1,1,通信设备,20260429
17,002652,扬子新材,9.964412689208984,6.18,210138466,3164555520.0,3164555520.0,6.798033237457275,71057145,093136,093242,1,2/2,2,装修建材,20260429
18,603629,利通电子,10.004189491271973,131.29,1882735664,33722099079.999996,34439992800.0,5.613770484924316,414553951,093137,093222,1,2/2,2,消费电子,20260429
19,002851,麦格米特,10.0,115.61,2611106672,52959998894.11,67241966836.0,4.962140083312988,234270485,093142,102033,3,1/1,1,其他电源,20260429
20,002832,比音勒芬,10.011185646057129,19.67,558507696,7659857646.280001,11225808420.960001,7.319746017456055,4138568,093157,133000,14,1/1,1,服装家纺,20260429
21,002174,游族网络,10.054054260253906,10.18,282841280,9968857047.56,9974475572.8,2.8671112060546875,115977686,093209,093209,0,1/1,1,游戏Ⅱ,20260429
22,002805,丰元股份,10.01059341430664,20.77,505023040,5790994154.86,5816898374.24,8.78300952911377,78666645,093224,095830,3,1/1,1,电池,20260429
23,000692,惠天热电,9.977827072143555,4.96,92923857,2642851560.96,2642851560.96,3.562532901763916,74027752,093309,093309,0,1/1,1,电力,20260429
24,600156,华升股份,10.049261093139648,11.17,351988128,4491576541.34,4491576563.68,8.082389831542969,88157571,093333,093333,0,10/5,2,纺织制造,20260429
25,603345,安井食品,9.995993614196777,109.82,884436896,32209572558.239998,36601790072.96,2.758028030395508,17158166,093449,133801,2,1/1,1,食品加工,20260429
26,002520,日发精机,9.942638397216797,5.75,185852439,4125280983.25,4313909716.0,4.5532941818237305,104805020,093454,093454,0,1/1,1,通用设备,20260429
27,603489,八方股份,9.997007369995117,36.75,310782464,8622210728.25,8622210728.25,3.638810157775879,10135907,093506,105721,12,1/1,1,电机Ⅱ,20260429
28,002867,周大生,10.032894134521484,13.38,400908320,14438315237.52,14523640621.44,2.790309429168701,32092384,093627,093627,0,1/1,1,饰品,20260429
29,605006,山东玻纤,9.97280216217041,12.13,492601088,7278586776.620001,7278586703.84,6.885828495025635,39599112,093656,093714,1,3/2,1,玻璃玻纤,20260429
30,603508,思维列控,10.008410453796387,26.16,440487040,9974137702.32,9974137885.44,4.450807571411133,9000635,093704,140155,5,1/1,1,计算机设,20260429
31,002956,西麦食品,10.01692008972168,32.51,279319248,7257022025.509999,7257756231.349999,3.888317346572876,5497441,093733,131606,15,1/1,1,休闲食品,20260429
