序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,2980.0,华盛昌,10.010355949401855,31.87,64248645.0,3231297515.28,6036214969.2,1.988323450088501,185396076.0,92500.0,92500.0,0.0,2/2,2.0,电网设备,20260302
2.0,35.0,中国天楹,9.985734939575195,7.71,963436192.0,17833428517.079998,18411732641.28,5.418145179748535,126965581.0,92500.0,144845.0,1.0,2/2,2.0,环境治理,20260302
3.0,301302.0,华如科技,19.98385238647461,29.72,203468856.0,4130782800.0,4632307800.0,4.925673007965088,313885016.0,92500.0,92500.0,0.0,1/1,1.0,军工电子,20260302
4.0,2207.0,准油股份,10.00885772705078,12.42,99558993.0,3239283798.0,3254727794.76,3.0734877586364746,153245387.0,92500.0,92500.0,0.0,1/1,1.0,油服工程,20260302
5.0,2490.0,山东墨龙,10.0,9.68,286076928.0,5243868960.0,7723172512.0,5.456499099731445,168665278.0,92500.0,93148.0,1.0,1/1,1.0,专用设备,20260302
6.0,554.0,泰山石油,10.044642448425291,9.86,301818432.0,3575760522.4199996,4740622056.32,8.48099136352539,178635375.0,92500.0,93430.0,1.0,1/1,1.0,炼化及贸,20260302
7.0,2109.0,兴化股份,10.0,4.84,301600160.0,6177146078.84,6177146103.04,4.893823146820068,29581112.0,92500.0,93742.0,1.0,1/1,1.0,化学原料,20260302
8.0,300164.0,通源石油,19.97345733642578,18.08,1439667024.0,10544450866.24,10639331921.919998,13.68636703491211,260002965.0,92500.0,93857.0,4.0,1/1,1.0,油服工程,20260302
9.0,601975.0,招商南油,9.975668907165527,4.52,3056821728.0,21155157944.56,21155157483.519997,14.91936206817627,277995191.0,92501.0,112201.0,1.0,1/1,1.0,航运港口,20260302
10.0,600108.0,亚盛集团,10.075567245483398,4.37,307450720.0,8508019078.77,8508019074.400001,3.61365818977356,207905564.0,92502.0,92502.0,0.0,2/2,2.0,种植业,20260302
11.0,600722.0,金牛化工,10.021322250366213,10.32,210935434.0,7020899056.320001,7020899097.6,3.0043935775756836,290624822.0,92502.0,92502.0,0.0,1/1,1.0,化学原料,20260302
12.0,600759.0,洲际油气,9.98389720916748,6.83,352246432.0,28301373877.4,28337733382.4,1.2446266412734983,1735517226.0,92502.0,92502.0,0.0,5/3,1.0,油气开采,20260302
13.0,600871.0,石化油服,9.968847274780272,3.53,838502896.0,47820953599.03,66918371532.799995,1.7569293975830078,255342550.0,92502.0,93917.0,3.0,1/1,1.0,油服工程,20260302
14.0,603619.0,中曼石油,10.013755798339844,39.99,1037814496.0,18488915055.39,18488915175.36,5.623593330383301,214318407.0,92502.0,94747.0,2.0,1/1,1.0,油服工程,20260302
15.0,600339.0,中油工程,9.90566062927246,4.66,1406249712.0,26017467214.86,26017467443.2,5.4799485206604,149762879.0,92502.0,104432.0,2.0,1/1,1.0,油服工程,20260302
16.0,600714.0,金瑞矿业,10.022271156311035,19.76,81403355.0,5694363154.4800005,5694363134.72,1.4295427799224854,186182612.0,92503.0,92503.0,0.0,1/1,1.0,化学原料,20260302
17.0,600367.0,红星发展,9.995328903198242,23.55,601130128.0,7582468436.1,8033632600.8,7.936014652252197,120258075.0,92503.0,93803.0,2.0,1/1,1.0,化学原料,20260302
18.0,601808.0,中海油服,10.017783164978027,18.56,2760466272.0,54946286080.0,88560746332.15999,5.05088996887207,12865792.0,92504.0,133916.0,5.0,1/1,1.0,油服工程,20260302
19.0,600026.0,中远海能,10.00971794128418,22.64,4788336384.0,78668937582.8,123732600360.96,6.289147853851318,157102106.0,92504.0,135310.0,2.0,1/1,1.0,航运港口,20260302
20.0,603488.0,展鹏科技,9.979839324951172,10.91,67982828.0,3185615700.4,3185615787.68,2.1340560913085938,50362305.0,92505.0,92505.0,0.0,1/1,1.0,专用设备,20260302
21.0,2828.0,贝肯能源,9.977827072143556,14.88,406168432.0,2880202188.0,2990695488.0,14.170851707458496,58244337.0,93000.0,93818.0,1.0,1/1,1.0,油服工程,20260302
22.0,2843.0,泰嘉股份,10.01187229156494,27.8,650418160.0,6972033223.6,6998304223.6,9.52378749847412,184258650.0,93027.0,93027.0,0.0,6/4,3.0,通用设备,20260302
23.0,603353.0,和顺石油,9.992878913879396,46.34,938239584.0,7897170120.000001,7966124040.000001,12.057905197143556,32835133.0,93031.0,130701.0,3.0,2/2,2.0,炼化及贸,20260302
24.0,600452.0,涪陵电力,10.015060424804688,14.61,1215086112.0,22448873564.94,22448873477.28,5.452250957489014,38465909.0,93034.0,94310.0,4.0,2/2,2.0,电力,20260302
25.0,70.0,特发信息,10.0167875289917,19.66,948367184.0,17471426230.32,17700778138.88,5.516498565673828,162687541.0,93206.0,93424.0,1.0,1/1,1.0,通信设备,20260302
26.0,603318.0,水发燃气,9.975062370300291,8.82,688337104.0,4049005549.68,4049005584.96,17.45774269104004,62985384.0,93209.0,111215.0,1.0,2/2,2.0,燃气Ⅱ,20260302
27.0,600498.0,烽火通信,10.009698867797852,56.71,1983503472.0,72113652769.76,77021678244.48,2.788100481033325,503788388.0,93229.0,93229.0,0.0,2/2,2.0,通信设备,20260302
28.0,600301.0,华锡有色,10.006176948547363,71.24,703573232.0,19614913914.44,45064106705.28,3.622185707092285,61544236.0,93426.0,94620.0,5.0,4/3,2.0,小金属,20260302
29.0,2413.0,雷科防务,10.020174980163574,16.36,2914468832.0,21193242930.92,21584414179.2,14.077600479125977,463026756.0,93800.0,93800.0,0.0,1/1,1.0,军工电子,20260302
30.0,510.0,新金路,9.99510097503662,22.45,1447612288.0,13619625141.65,14559803460.8,10.768142700195312,91492909.0,94009.0,102648.0,7.0,2/2,2.0,化学原料,20260302
31.0,603897.0,长城科技,9.986945152282717,33.7,622999680.0,6956882449.700001,6956882449.700001,9.146512985229492,39715450.0,94051.0,102115.0,5.0,2/2,2.0,电网设备,20260302
