序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,交易日期
1.0,586.0,汇源通信,10.02915382385254,18.87,78843917.0,3650212800.0,3650212800.0,2.1599814891815186,149688577.0,92500.0,92500.0,0.0,2/2,2.0,通信设备,20260403
2.0,603123.0,翠微股份,10.02759838104248,11.96,697446272.0,7801220350.040001,9552890597.12,8.96299934387207,85057128.0,92500.0,94739.0,2.0,1/1,1.0,多元金融,20260403
3.0,600488.0,津药药业,9.936908721923828,6.97,652492192.0,7610450159.599999,7610450215.36,8.585705757141113,184504264.0,93024.0,93024.0,0.0,6/6,6.0,化学制药,20260403
4.0,2792.0,通宇通讯,9.99514865875244,45.34,2856261264.0,15316962013.88,23750725690.88,18.7464542388916,175335719.0,93124.0,95106.0,4.0,1/1,1.0,通信设备,20260403
5.0,950.0,重药控股,10.01540756225586,7.14,1088612704.0,12339238729.44,12339238786.56,8.974218368530273,102742058.0,93127.0,94354.0,2.0,2/2,2.0,医药商业,20260403
6.0,603189.0,网达软件,10.006101608276367,18.03,285124352.0,4859956732.47,4859956786.56,5.970991134643555,52919853.0,93605.0,93817.0,1.0,1/1,1.0,软件开发,20260403
7.0,603585.0,苏利股份,10.008976936340332,24.51,306013696.0,4478934164.52,4580773214.52,7.0565338134765625,77894593.0,94150.0,94150.0,0.0,6/3,1.0,农化制品,20260403
8.0,300626.0,华瑞股份,20.0097599029541,24.59,739771104.0,4423778499.75,4426200000.0,17.17102813720703,18347582.0,94609.0,140712.0,7.0,1/1,1.0,电机Ⅱ,20260403
9.0,300608.0,思特奇,20.0,12.9,499598864.0,3709742306.7,4272995793.6,14.101293563842772,44470428.0,95642.0,95642.0,0.0,1/1,1.0,软件开发,20260403
10.0,2980.0,华盛昌,10.0,46.09,543527472.0,4673062518.96,8729499464.400002,11.887598991394045,214655417.0,95824.0,95824.0,0.0,1/1,1.0,电网设备,20260403
11.0,720.0,新能泰山,10.0,5.94,1680827360.0,7463797531.740001,7463797513.92,23.45001220703125,117534346.0,100033.0,100221.0,2.0,9/7,2.0,电网设备,20260403
12.0,3007.0,直真科技,10.012484550476074,44.06,262294903.0,3167369242.1600003,4486189200.0,8.479148864746094,31692358.0,100300.0,102012.0,2.0,1/1,1.0,软件开发,20260403
13.0,2831.0,裕同科技,10.006234169006348,35.29,763282032.0,18032950698.51,32484921556.16,4.2901082038879395,6119286.0,100851.0,130021.0,1.0,1/1,1.0,包装印刷,20260403
14.0,600056.0,中国医药,9.96204948425293,11.59,1791958240.0,17331123630.02,17337246232.96,10.490880966186523,34047015.0,101032.0,131023.0,4.0,1/1,1.0,医药商业,20260403
15.0,300812.0,易天股份,20.0,40.5,850450992.0,3754676308.5,5673119674.5,24.26039695739746,94095999.0,101300.0,101300.0,0.0,1/1,1.0,消费电子,20260403
16.0,2678.0,珠江钢琴,9.963768005371094,6.07,354342704.0,8240476899.360001,8245004342.400001,4.395029067993164,176821892.0,101627.0,130357.0,2.0,1/1,1.0,文娱用品,20260403
17.0,688205.0,德科立,19.9990291595459,247.21,3894355664.0,39129716182.09,39129716182.09,10.223729133605955,29518357.0,101754.0,143118.0,9.0,1/1,1.0,通信设备,20260403
18.0,605589.0,圣泉集团,10.006783485412598,32.43,1086110864.0,27357947935.14,27448378925.28,4.060797214508057,43003996.0,102053.0,105047.0,2.0,1/1,1.0,塑料,20260403
19.0,2222.0,福晶科技,10.0,75.46,3608571168.0,35326728338.439995,35485065000.0,10.436579704284668,35432318.0,102948.0,130524.0,3.0,1/1,1.0,光学光电,20260403
20.0,600106.0,重庆路桥,9.925093650817873,5.87,210129997.0,7801377113.940001,7801377078.72,2.7658867835998535,45005571.0,103249.0,104025.0,1.0,1/1,1.0,铁路公路,20260403
21.0,300006.0,莱美药业,20.07366371154785,6.52,1472216320.0,6883952254.959999,6884541024.0,22.34376335144043,18509628.0,103418.0,131812.0,2.0,1/1,1.0,化学制药,20260403
22.0,3031.0,中瓷电子,9.997515678405762,88.57,1632018560.0,30127678564.719997,39949752164.48,5.557224273681641,82863789.0,103442.0,131018.0,1.0,1/1,1.0,通信设备,20260403
23.0,688485.0,九州一轨,20.01533889770508,31.3,628378192.0,2778124711.4,4704141540.6,23.80556297302246,20757847.0,103555.0,110222.0,2.0,1/1,1.0,轨交设备,20260403
24.0,605133.0,嵘泰股份,10.0,28.49,349774160.0,8037545010.879999,8056093140.48,4.491886138916016,34228142.0,104535.0,104535.0,0.0,1/1,1.0,汽车零部,20260403
25.0,600654.0,中安科,9.969788551330566,3.64,415392400.0,8435451835.72,10474441752.32,5.082935810089111,60905175.0,110539.0,111203.0,1.0,1/1,1.0,软件开发,20260403
26.0,688226.0,威腾电气,20.0,50.28,1395741984.0,9491633145.6,9491633145.6,15.309284210205078,16729161.0,110721.0,134051.0,7.0,1/1,1.0,电网设备,20260403
27.0,603067.0,振华股份,9.990485191345217,34.68,970186160.0,24649166406.36,24649166232.96,4.077818870544434,207264707.0,130936.0,130936.0,0.0,1/1,1.0,化学原料,20260403
